,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
310,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
311,Assign seriousness,Take in charge ticket,Wait,Require upgrade,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,
312,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
313,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
314,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
315,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
316,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
317,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
318,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
319,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
320,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
321,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
322,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
323,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
324,Assign seriousness,Take in charge ticket,Require upgrade,Require upgrade,Resolve ticket,Closed,,,,,,,,,
325,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
326,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
327,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
328,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
329,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
330,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
331,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
332,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
333,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
334,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
335,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
336,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
337,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
338,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
339,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
340,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
341,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
342,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
343,Assign seriousness,Wait,Wait,Resolve ticket,Closed,,,,,,,,,,
344,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
345,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
346,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
347,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
348,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
349,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
350,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
351,Assign seriousness,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
352,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
353,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
354,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
355,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
356,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
357,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
358,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,
359,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
360,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
361,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
362,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
363,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
364,Assign seriousness,Wait,Wait,Resolve ticket,Closed,,,,,,,,,,
365,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
366,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
367,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
368,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
369,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
370,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
371,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
372,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
373,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
374,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
375,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
376,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
377,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
378,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
379,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
380,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
381,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
382,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
383,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
384,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
385,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
386,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
387,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
388,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
389,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
390,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
391,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
392,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
393,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
394,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
395,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
396,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
397,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
398,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
399,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
400,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
401,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
402,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
403,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
404,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
405,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
406,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
407,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
408,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
409,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
410,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
411,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
412,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
413,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
414,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
415,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
416,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
417,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
418,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
419,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
420,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
421,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
422,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
423,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
424,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
425,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
426,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
427,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
428,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
429,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
430,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
431,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
432,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
433,Assign seriousness,Take in charge ticket,Require upgrade,Wait,Resolve ticket,Closed,,,,,,,,,
434,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
435,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
436,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
437,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
438,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
439,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
440,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
441,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
442,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
443,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
444,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
445,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
446,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
447,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
448,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
449,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
450,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
451,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
452,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
453,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
454,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
455,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
456,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
457,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
458,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
459,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
460,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
461,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
462,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,
463,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
464,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
465,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
466,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
467,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
468,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
469,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
470,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
471,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
472,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
473,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
474,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
475,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
476,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
477,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
478,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
479,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
480,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
481,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
482,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
483,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
484,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
485,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
486,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
487,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
488,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
489,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
490,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
491,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
492,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
493,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
494,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
495,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
496,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
497,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
498,Assign seriousness,Take in charge ticket,Create SW anomaly,Require upgrade,Resolve ticket,Closed,,,,,,,,,
499,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
500,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
501,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
502,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
503,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
504,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
505,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
506,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
507,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
508,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
509,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
510,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
511,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
512,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
513,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
514,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
515,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
516,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
517,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
518,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,,
519,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
520,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
521,Assign seriousness,Wait,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
522,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
523,Assign seriousness,Wait,Wait,Resolve ticket,Closed,,,,,,,,,,
524,Assign seriousness,Take in charge ticket,Wait,Wait,Wait,Resolve ticket,Closed,,,,,,,,
525,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
526,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
527,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
